cluster_alias,number_of_cells,label
3052,38,CS202210140_3546
3053,270,CS202210140_3547
3054,493,CS202210140_3548
3055,98,CS202210140_3549
3056,702,CS202210140_3550
3057,42,CS202210140_3551
3058,8041,CS202210140_3552
3059,537,CS202210140_3553
3060,680,CS202210140_3554
3061,772,CS202210140_3555
3062,460,CS202210140_3556
3063,1010,CS202210140_3557
3064,603,CS202210140_3558
3065,7569,CS202210140_3559
3066,2303,CS202210140_3560
3067,238,CS202210140_3561
3068,6942,CS202210140_3562
3069,4999,CS202210140_3563
3070,3674,CS202210140_3564
3071,5054,CS202210140_3565
3072,2156,CS202210140_3566
3073,235,CS202210140_3567
3074,453,CS202210140_3568
3075,127,CS202210140_3569
3076,106,CS202210140_3570
3077,295,CS202210140_3571
3078,215,CS202210140_3572
3079,295,CS202210140_3573
3080,2578,CS202210140_3574
3081,1126,CS202210140_3575
3082,814,CS202210140_3576
3083,1162,CS202210140_3577
3084,327,CS202210140_3578
3085,22704,CS202210140_3579
3086,2780,CS202210140_3580
3087,18106,CS202210140_3581
3088,1096,CS202210140_3582
3089,1534,CS202210140_3583
3090,1309,CS202210140_3584
3091,864,CS202210140_3585
3092,20,CS202210140_3586
3093,2147,CS202210140_3587
3094,1297,CS202210140_3588
3095,1842,CS202210140_3589
3096,1138,CS202210140_3590
3097,3484,CS202210140_3591
3098,1281,CS202210140_3592
3099,757,CS202210140_3593
3100,1732,CS202210140_3594
3101,279,CS202210140_3595
3102,1344,CS202210140_3596
3103,394,CS202210140_3597
3104,291,CS202210140_3598
3105,6995,CS202210140_3599
3106,3476,CS202210140_3600
3107,519,CS202210140_3601
3108,878,CS202210140_3602
3109,1293,CS202210140_3603
3110,73,CS202210140_3604
3111,45,CS202210140_3605
3112,184,CS202210140_3606
3113,447,CS202210140_3607
3114,453,CS202210140_3608
3115,281,CS202210140_3609
3116,714,CS202210140_3610
3117,2145,CS202210140_3611
3118,211,CS202210140_3612
3119,1195,CS202210140_3613
3120,2677,CS202210140_3614
3121,2320,CS202210140_3615
3122,1674,CS202210140_3616
3123,5386,CS202210140_3617
3124,2067,CS202210140_3618
3125,7941,CS202210140_3619
3126,2096,CS202210140_3620
3127,1956,CS202210140_3621
3128,768,CS202210140_3622
3129,62,CS202210140_3623
3130,26,CS202210140_3624
3131,102,CS202210140_3625
3132,58,CS202210140_3626
3133,105,CS202210140_3627
3134,90,CS202210140_3628
3135,289,CS202210140_3629
3136,64,CS202210140_3630
3137,167,CS202210140_3631
3138,56,CS202210140_3632
3139,133,CS202210140_3633
3140,80,CS202210140_3634
3141,200,CS202210140_3635
3142,170,CS202210140_3636
3143,148,CS202210140_3637
3144,133,CS202210140_3638
3145,92,CS202210140_3639
3146,82,CS202210140_3640
3147,131,CS202210140_3641
3148,65,CS202210140_3642
3149,355,CS202210140_3643
3150,84,CS202210140_3644
3151,44,CS202210140_3645
3152,73,CS202210140_3646
3153,146,CS202210140_3647
3154,47,CS202210140_3648
3155,27,CS202210140_3649
3156,693,CS202210140_3650
3157,201,CS202210140_3651
3158,187,CS202210140_3652
3159,122,CS202210140_3653
3160,181,CS202210140_3654
3161,114,CS202210140_3655
3162,98,CS202210140_3656
3163,205,CS202210140_3657
3164,36,CS202210140_3658
3165,255,CS202210140_3659
3166,186,CS202210140_3660
3167,136,CS202210140_3661
3168,137,CS202210140_3662
3169,121,CS202210140_3663
3170,166,CS202210140_3664
3171,100,CS202210140_3665
3172,17,CS202210140_3666
3173,41,CS202210140_3667
3174,789,CS202210140_3668
3175,91,CS202210140_3669
3176,479,CS202210140_3670
3177,133,CS202210140_3671
3178,294,CS202210140_3672
3179,271,CS202210140_3673
3180,39,CS202210140_3674
3181,763,CS202210140_3675
3182,739,CS202210140_3676
3183,327,CS202210140_3677
3184,719,CS202210140_3678
3185,495,CS202210140_3679
3186,243,CS202210140_3680
3187,1347,CS202210140_3681
3188,305,CS202210140_3682
3189,317,CS202210140_3683
3190,66,CS202210140_3684
3191,130,CS202210140_3685
3192,39,CS202210140_3686
3193,40,CS202210140_3687
3194,22,CS202210140_3688
3195,19,CS202210140_3689
3196,51,CS202210140_3690
3197,73,CS202210140_3691
3198,35,CS202210140_3692
3199,64,CS202210140_3693
3200,128,CS202210140_3694
3201,107,CS202210140_3695
3202,130,CS202210140_3696
3203,250,CS202210140_3697
3204,521,CS202210140_3698
3205,467,CS202210140_3699
3206,1107,CS202210140_3700
3207,375,CS202210140_3701
3208,276,CS202210140_3702
3209,282,CS202210140_3703
3210,302,CS202210140_3704
3211,75,CS202210140_3705
3212,216,CS202210140_3706
3213,171,CS202210140_3707
3214,36,CS202210140_3708
3215,65,CS202210140_3709
3216,34,CS202210140_3710
3217,139,CS202210140_3711
3218,25,CS202210140_3712
3219,72,CS202210140_3713
3220,99,CS202210140_3714
3221,128,CS202210140_3715
3222,127,CS202210140_3716
3223,162,CS202210140_3717
3224,279,CS202210140_3718
3225,181,CS202210140_3719
3226,108,CS202210140_3720
3227,115,CS202210140_3721
3228,90,CS202210140_3722
3229,326,CS202210140_3723
3230,324,CS202210140_3724
3231,625,CS202210140_3725
3232,244,CS202210140_3726
3233,234,CS202210140_3727
3234,1124,CS202210140_3728
3235,732,CS202210140_3729
3236,54,CS202210140_3730
3237,30,CS202210140_3731
3238,80,CS202210140_3732
3239,152,CS202210140_3733
3240,216,CS202210140_3734
3241,269,CS202210140_3735
3242,225,CS202210140_3736
3243,262,CS202210140_3737
3244,750,CS202210140_3738
3245,1252,CS202210140_3739
3246,584,CS202210140_3740
3247,1864,CS202210140_3741
3248,192,CS202210140_3742
3249,116,CS202210140_3743
3250,269,CS202210140_3744
3251,108,CS202210140_3745
3252,396,CS202210140_3746
3253,613,CS202210140_3747
3254,756,CS202210140_3748
3255,132,CS202210140_3749
3256,63,CS202210140_3750
3257,147,CS202210140_3751
3258,209,CS202210140_3752
3259,181,CS202210140_3753
3260,172,CS202210140_3754
3261,97,CS202210140_3755
3262,51,CS202210140_3756
3263,360,CS202210140_3757
3264,2006,CS202210140_3758
3265,923,CS202210140_3759
3266,55,CS202210140_3760
3267,144,CS202210140_3761
3268,470,CS202210140_3762
3269,131,CS202210140_3763
3270,264,CS202210140_3764
3271,229,CS202210140_3765
3272,272,CS202210140_3766
3273,623,CS202210140_3767
3274,390,CS202210140_3768
3275,707,CS202210140_3769
3276,2231,CS202210140_3770
3277,3570,CS202210140_3771
3278,1699,CS202210140_3772
3279,2498,CS202210140_3773
3280,29028,CS202210140_3774
3281,16707,CS202210140_3775
3282,3207,CS202210140_3776
3283,1218,CS202210140_3777
3284,1626,CS202210140_3778
3285,3571,CS202210140_3779
3286,4534,CS202210140_3780
3287,5044,CS202210140_3781
3288,3552,CS202210140_3782
3289,2667,CS202210140_3783
3290,3335,CS202210140_3784
3291,471,CS202210140_3785
3292,306,CS202210140_3786
3293,105,CS202210140_3787
3294,105,CS202210140_3788
3295,129,CS202210140_3789
3296,153,CS202210140_3790
3297,116,CS202210140_3791
3298,39,CS202210140_3792
3299,35,CS202210140_3793
3300,896,CS202210140_3794
3301,435,CS202210140_3795
3302,211,CS202210140_3796
3303,334,CS202210140_3797
3304,285,CS202210140_3798
3305,113,CS202210140_3799
3306,126,CS202210140_3800
3307,141,CS202210140_3801
3308,140,CS202210140_3802
3309,138,CS202210140_3803
3310,85,CS202210140_3804
3311,93,CS202210140_3805
3312,74,CS202210140_3806
